,시설명,시도명,시군구명,소재지도로명주소,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호
130,대덕구노인종합복지관,대전광역시,대덕구,대전광역시 대덕구 계족로740번길 80,주차장 뒤쪽,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,대전지체장애인협회,042-471-0084
131,대전보훈병원,대전광역시,대덕구,대전광역시 대덕구 대청로82번길 147,1층 로비안,09:00,17:30,00:00,00:00,00:00,00:00,2,Y,Y,대전지체장애인협회,042-471-0084
132,대덕구 장애인자립지원센터,대전광역시,대덕구,대전광역시 대덕구 계족산로36번길 27,입구오른쪽벽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,대전지체장애인협회,042-471-0084
133,대전시 지체장애인협회 대덕구지회,대전광역시,대덕구,대전광역시 대덕구 한남로155번길 40,2층사무실좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,대전지체장애인협회,042-471-0084
134,초평면행정복지센터,충청북도,진천군,충청북도 진천군 초평면 초동로 45-6,초평면행정복지센터 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
135,문백면행정복지센터,충청북도,진천군,충청북도 진천군 문백면 옥성1길 21,문백면행정복지센터 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
136,백곡면행정복지센터,충청북도,진천군,충청북도 진천군 백곡면 장터길 15-10,백곡면행정복지센터 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
137,이월면행정복지센터,충청북도,진천군,충청북도 진천군 이월면 진광로 729,이월면행정복지센터 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
138,광혜원면행정복지센터,충청북도,진천군,충청북도 진천군 광혜원면 화랑길 86,광혜원면행정복지센터 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
139,달성군장애인복지관,대구광역시,달성군,대구광역시 달성군 논공읍 논공로242,달성군장애인복지관 내 위치,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,달성군장애인복지관,053-616-0260
140,달성군보건소,대구광역시,달성군,대구광역시 달성군 현풍읍 현풍중앙로 27,달성군보건소 내 위치,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,달성군보건소,053-668-3333
141,달성군청,대구광역시,달성군,대구광역시 달성군 논공읍 달성군청로33,달성군청 내 위치,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,대구광역시 달성군,053-668-2000
142,대구장애인자립협회,대구광역시,달성군,대구광역시 달성군 다사읍 대실역북로5길 12,행정사무실 안,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,대구장애인자립협회,053-588-8640
143,국제근육병장애인협회,대구광역시,달성군,대구광역시 달성군 다사읍 대실역북로2길 101-16,행정사무실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,국제근육병장애인협회6603,053-588-6603
144,화원읍 행정복지센터,대구광역시,달성군,대구광역시 달성군 화원읍 비슬로 2594,본관 내 1층 정수기 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,화원읍 행정복지센터,053-668-5412
145,귤현역,인천광역시,계양구,인천광역시 계양구 장제로 1136,지상2층 게이트 밖,05:30,23:59,05:30,23:59,05:30,23:59,2,Y,Y,인천교통공사,032-450-4877
146,박촌역,인천광역시,계양구,인천광역시 계양구 장제로 지하 992,지하1층 역무실 맞은편,05:30,23:59,05:30,23:59,05:30,23:59,2,Y,Y,인천교통공사,032-710-9105
147,임학역,인천광역시,계양구,인천광역시 계양구 장제로 지하 875,지하1층 역무실 맞은편,05:30,23:59,05:30,23:59,05:30,23:59,2,Y,Y,인천교통공사,032-515-9104
148,계산4동 행정복지센터,인천광역시,계양구,인천광역시 계양구 용종로 12-8,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 계산4동 행정복지센터,032-450-4975
149,계양1동 행정복지센터,인천광역시,계양구,인천광역시 계양구 장제로 1285,3층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 계양1동 행정복지센터,032-450-4877
150,사회복지회관,인천광역시,계양구,인천광역시 계양구 계양산로102번길 5,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 사회복지회관,032-719-4480
151,계산노인문화센터,인천광역시,계양구,인천광역시 계양구 경명대로 980(계산동),출입구 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 계산노인문화센터,032-556-5611
152,청소년수련관,인천광역시,계양구,인천광역시 계양구 장제로 937(방축동),1층 로비,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,인천광역시 계양구 청소년수련관,032-719-4482
153,계양종합사회복지관,인천광역시,계양구,인천광역시 계양구 아나지로 517(서운동),1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 계양종합사회복지관,032-552-9090
154,효성도서관,인천광역시,계양구,인천광역시 계양구 봉오대로600번길 14(효성동),1층 출입구,06:00,22:00,06:00,22:00,00:00,00:00,2,Y,Y,인천광역시 계양구 효성도서관,032-268-3867
155,계산역,인천광역시,계양구,인천광역시 계양구 경명대로 지하 1089,지하1층 엘리베이터 옆,05:30,23:59,05:30,23:59,05:30,23:59,2,Y,Y,인천교통공사,032-546-3151
156,경인교대입구역,인천광역시,계양구,인천광역시 계양구 계양대로 지하 162,지하2층 역무실 옆,05:30,23:59,05:30,23:59,05:30,23:59,2,Y,Y,인천교통공사,032-553-3394
157,작전역,인천광역시,계양구,인천광역시 계양구 계양대로 지하 73,지하1층 역무실 부근,05:30,23:59,05:30,23:59,05:30,23:59,2,Y,Y,인천교통공사,032-543-3116
158,광안역,부산광역시,수영구,부산광역시 수영구 수영로 지하 576,만남의 장소(지하 1층),05:18,00:20,05:18,00:20,05:18,00:20,2,N,N,부산광역시 보조기기광역센터,051-790-6190
159,망미역,부산광역시,수영구,부산광역시 수영구 연수로 337,만남의 광장 맞은편,05:22,00:16,05:22,00:16,05:22,00:16,2,N,N,부산광역시 보조기기광역센터,051-790-6190
160,수영역,부산광역시,수영구,부산광역시 수영구 수영로 677,광안방면 12~14번 출구,05:20,00:21,05:20,00:21,05:20,00:21,2,N,N,부산광역시 보조기기광역센터,051-790-6190
161,수영구 장애인협회,부산광역시,수영구,부산광역시 수영구 광남로 218-4,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,부산광역시 수영구 장애인협회,051-756-1595
162,수영구청,부산광역시,수영구,부산광역시 수영구 남천동로 100,1층 승강기 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 수영구 가족행복과,051-610-4164
163,수영구 노인복지관,부산광역시,수영구,부산광역시 수영구 황령대로489번길 83,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,부산광역시 수영구 노인복지관,051-759-6070
164,망미1동 행정복지센터,부산광역시,수영구,부산광역시 수영구 연수로315번길 23,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 수영구 망미1동,051-610-8534
165,민락동 행정복지센터,부산광역시,수영구,부산광역시 수영구 광안해변로295번길 20,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,부산광역시 수영구 민락동,051-610-8598
166,수영구 보건소,부산광역시,수영구,부산광역시 수영구 수영로 637-5,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,부산광역시 수영구 보건소,051-610-5610
167,금련산역,부산광역시,수영구,부산광역시 수영구 수영로 482,4번 출구 하반부 벽면,05:20,00:18,05:20,00:18,05:20,00:18,2,N,Y,부산광역시 수영구 가족행복과,051-610-4164
168,남천역,부산광역시,수영구,부산광역시 수영구 수영로 410,4번 출구 하반부 벽면,05:22,00:16,05:22,00:16,05:22,00:16,2,N,Y,부산광역시 수영구 가족행복과,051-610-4164
169,아현역,서울특별시,서대문구,서울특별시 마포구 신촌로 270,아현역,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,아현역,02-6110-2420
170,독립문역,서울특별시,서대문구,,독립문역,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,독립문역,02-6110-3261
171,연세대학교 인권센터,서울특별시,서대문구,서울특별시 서대문구 연세로 50,연세대학교 인권센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,연세대학교 인권센터,02-2123-2114
172,연세대학교 재활학교,서울특별시,서대문구,서울특별시 서대문구 연세로 50,연세대학교 재활학교,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,연세대학교 재활학교,02-2123-2114
173,이화여자대학교,서울특별시,서대문구,서울특별시 서대문구 이화여대길 52,이화여자대학교,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,이화여자대학교,02-3277-2114
174,홍록배드민턴장,서울특별시,서대문구,,홍록배드민턴장,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,홍록배드민턴장,02-330-1266
175,가좌역,서울특별시,서대문구,서울특별시 서대문구 수색로 27,가좌역,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,가좌역,1544-7788
176,천연동주민센터,서울특별시,서대문구,서울특별시 서대문구 성산로 694,천연동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,천연동주민센터,02-330-8245
177,서대문자연사박물관,서울특별시,서대문구,서울특별시 서대문구 연희로 32길 51,서대문자연사박물관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서대문자연사박물관,02-330-8854
178,서대문문화체육회관,서울특별시,서대문구,서울특별시 서대문구 백련사길 39,서대문문화체육회관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서대문문화체육회관,02-360-8682
179,이진아도서관,서울특별시,서대문구,서울특별시 서대문구 독립문공원길 80,이진아도서관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,이진아도서관,02-360-8627
180,공릉역(7호선),서울특별시,노원구,서울특별시 노원구 동일로 지하 1074,공릉역 7호선 지하 롯데백화점 에스컬레이터 옆,05:00,23:00,05:00,20:00,05:00,20:00,2,N,N,공릉역,02-6311-7161
181,마들역(7호선),서울특별시,노원구,서울특별시 노원구 동일로 지하 1530-1,마들역 7호선 역사 내,05:00,23:00,05:00,20:00,05:00,20:00,2,N,Y,마들역,02-6311-7121
182,신장림역,부산광역시,사하구,부산광역시 사하구 다대로 지하310,3번출구 근처 알림판 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,부산광역시 사하구청,051-220-5625
183,낫개역,부산광역시,사하구,부산광역시 사하구 다대로 지하422,만남의장소 좌측,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,부산광역시 사하구청,051-220-5625
184,다대포항역,부산광역시,사하구,부산광역시 사하구 다대로 지하548,만남의장소 알림판 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,부산광역시 사하구청,051-220-5625
185,다대포해수욕장역,부산광역시,사하구,부산광역시 사하구 다대로 지하692,2번출구 보관함 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,부산광역시 사하구청,051-220-5625
186,낙조분수,부산광역시,사하구,부산광역시 사하구 몰운대1길 14,낙조분수 사무실 1층 로비,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,부산광역시 사하구청,051-220-5625
187,사하구장애인종합복지관,부산광역시,사하구,부산광역시 사하구 사하로68번길 65,1층 로비 계단 앞,09:00,18:00,00:00,23:59,00:00,23:59,2,N,Y,부산광역시 사하구청,051-220-5625
188,서부산장애인스포츠센터,부산광역시,사하구,부산광역시 사하구 낙동남로1233번길 20,1층 입구 왼쪽,06:00,22:00,09:00,18:00,09:00,18:00,2,N,Y,부산광역시 사하구청,051-220-5625
189,거제시청,경상남도,거제시,경상남도 거제시 계룡로 125,거제시청 본관 1층 컴퓨터실,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,경상남도 거제시청,055-639-3824
190,거제시장애인복지관,경상남도,거제시,경상남도 거제시 양정1길 45,거제시장애인복지관 1층 희망동,09:00,18:00,09:00,15:00,00:00,00:00,1,N,N,경상남도 거제시청,055-639-3824
191,옥포종합사회복지관,경상남도,거제시,경상남도 거제시 옥포대첩로 84,종합사회복지관 1층 사무실 안,09:00,18:00,09:00,18:00,00:00,00:00,1,N,N,경상남도 거제시청,055-639-3824
192,가양4종합사회복지관,서울특별시,강서구,"서울특별시 강서구 양천로57길 37 (가양동, 가양4단지아파트)",1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,가양4종합사회복지관,02-2668-6689
193,가양5종합사회복지관,서울특별시,강서구,"서울특별시 강서구 양천로57길 36 (가양동, 가양5단지아파트)",1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,가양5종합사회복지관,02-2668-4603
194,등촌4종합사회복지관,서울특별시,강서구,"서울특별시 강서구 공항대로39길 59 (등촌동, 등촌4단지주공아파트)",1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,등촌4종합사회복지관,02-2658-8800
195,등촌9종합사회복지관,서울특별시,강서구,"서울특별시 강서구 화곡로63가길 92 (등촌동, 등촌9단지주공아파트)",1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,등촌9종합사회복지관,02-2658-4127
196,강서다솔장애인자립생활센터,서울특별시,강서구,"서울특별시 강서구 양천로57길 36 (가양동, 가양5단지아파트)",지하 106호,09:30,17:30,00:00,00:00,00:00,00:00,2,Y,Y,강서다솔장애인자립생활센터,070-4200-2136
197,강서구 장애인단체 총연합회,서울특별시,강서구,서울특별시 강서구 공항대로 247 (마곡동),619호,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 강서구 장애인단체 총연합회,02-6346-3918
198,허니장애인자립생활센터,서울특별시,강서구,서울특별시 강서구 공항대로 228 (마곡동),1002호,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,허니장애인자립생활센터,02-2661-7724
199,행복을파는장사꾼,서울특별시,강서구,서울특별시 강서구 까치산로 134 (화곡동),3층,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,행복을파는장사꾼,02-2065-1591
200,꿈장애인자립생활센터,서울특별시,강서구,"서울특별시 강서구 화곡로31다길 11 (화곡동, 윤탁아트리움아파트)",지상층,10:00,17:00,00:00,00:00,00:00,00:00,2,N,Y,꿈장애인자립생활센터,02-2691-2692
201,장애여성인력개발센터,서울특별시,강서구,서울특별시 강서구 화곡로 346 (화곡동),2층,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,장애여성인력개발센터,02-6929-0002
202,계양구청,인천광역시,계양구,인천광역시 계양구 계산새로 88(계산동),1층 중앙 로비 입구,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천광역시 계양구청,032-450-5854
203,효성1동 행정복지센터,인천광역시,계양구,인천광역시 계양구 봉오대로569번길 22(효성동),1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 효성1동 행정복지센터,032-450-4714
204,효성2동 행정복지센터,인천광역시,계양구,인천광역시 계양구 아나지로 162(효성동),1층 계단옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 효성2동 행정복지센터,032-450-8144
205,계산1동행정복지센터,인천광역시,계양구,인천광역시 계양구 향교로 24(계산동),1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 계산1동행정복지센터,032-450-4758
206,계산2동 행정복지센터,인천광역시,계양구,인천광역시 계양구 주부토로 559(계산동),1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 계양구 계산2동 행정복지센터,032-450-4776
207,계산3동행정복지센터,인천광역시,계양구,인천광역시 계양구 계산새로 7(계산동),무인민원발급기 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,인천광역시 계양구 계산3동행정복지센터,032-450-4794
